index,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
22298,1,3) $200 - $350,301.93,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
42545,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
55533,4,1) $0 - $100,72.88,0,1,Urban,0,Web,No E-Mail,0,0,0.0
38461,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
1025,11,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
57054,1,2) $100 - $200,178.31,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
35550,10,1) $0 - $100,77.6,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
63833,5,1) $0 - $100,47.29,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
1976,2,2) $100 - $200,161.6,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
38641,7,3) $200 - $350,319.82,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
40980,10,4) $350 - $500,405.83,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
21557,9,2) $100 - $200,123.17,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
51685,10,2) $100 - $200,133.37,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
40912,3,1) $0 - $100,52.75,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8162,1,3) $200 - $350,300.82,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
4028,3,3) $200 - $350,205.96,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
13869,9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
20779,2,5) $500 - $750,527.62,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
56535,10,1) $0 - $100,99.26,0,1,Urban,0,Web,No E-Mail,0,0,0.0
57017,3,4) $350 - $500,407.54,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
33103,10,1) $0 - $100,75.84,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
50604,4,2) $100 - $200,146.71,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
48867,3,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
31185,1,4) $350 - $500,355.9,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
20486,9,1) $0 - $100,36.69,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
35807,10,"6) $750 - $1,000",783.06,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
41604,11,3) $200 - $350,330.41,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
2484,8,3) $200 - $350,217.06,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
12581,6,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
15372,1,1) $0 - $100,89.86,1,0,Urban,1,Web,No E-Mail,0,0,0.0
21063,6,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
10385,6,4) $350 - $500,446.66,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
63724,1,2) $100 - $200,119.53,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
6012,4,1) $0 - $100,60.01,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
16218,10,4) $350 - $500,455.56,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
35183,1,"7) $1,000 +",1570.47,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
47783,5,2) $100 - $200,139.33,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
35951,5,5) $500 - $750,537.9,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
53229,6,2) $100 - $200,148.94,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
54202,9,3) $200 - $350,333.51,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
54033,3,4) $350 - $500,490.73,1,1,Urban,0,Web,No E-Mail,0,0,0.0
43137,12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
15661,10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
22303,12,2) $100 - $200,145.91,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
14925,9,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
36201,6,1) $0 - $100,84.38,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
29948,10,1) $0 - $100,43.18,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
59387,3,2) $100 - $200,138.86,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
36686,1,1) $0 - $100,76.84,1,0,Urban,0,Web,No E-Mail,0,0,0.0
50890,1,4) $350 - $500,466.9,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
55202,2,4) $350 - $500,398.4,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
11513,10,3) $200 - $350,279.94,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
19181,4,4) $350 - $500,498.28,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
4908,9,2) $100 - $200,137.53,1,0,Urban,0,Web,No E-Mail,0,0,0.0
60709,2,2) $100 - $200,160.71,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
60250,10,5) $500 - $750,527.33,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
56706,3,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
63895,5,1) $0 - $100,59.92,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
640,8,1) $0 - $100,90.62,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
23373,1,2) $100 - $200,178.58,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
12514,4,3) $200 - $350,318.0,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
42046,2,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
25452,10,2) $100 - $200,103.2,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
13806,7,4) $350 - $500,384.14,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
20,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
31659,3,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
61444,2,2) $100 - $200,141.3,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
24145,8,4) $350 - $500,387.96,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
39061,2,5) $500 - $750,595.76,0,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
39118,9,3) $200 - $350,224.98,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
34352,3,3) $200 - $350,291.09,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
52248,9,"6) $750 - $1,000",951.45,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
60446,5,4) $350 - $500,380.65,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
39621,4,2) $100 - $200,104.98,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
10894,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
52059,8,1) $0 - $100,42.0,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
32437,4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
34327,2,2) $100 - $200,125.66,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
40744,3,"6) $750 - $1,000",857.05,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
34209,3,2) $100 - $200,119.58,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
54013,8,"6) $750 - $1,000",989.21,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
11609,7,2) $100 - $200,139.46,1,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
30752,8,1) $0 - $100,93.29,1,0,Rural,1,Web,No E-Mail,1,0,0.0
34635,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
51170,9,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0,0,0.0
38463,6,4) $350 - $500,368.67,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
31552,4,2) $100 - $200,115.15,0,1,Urban,0,Web,No E-Mail,0,0,0.0
33983,7,1) $0 - $100,35.38,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
21713,6,3) $200 - $350,200.23,0,1,Rural,1,Web,No E-Mail,0,0,0.0
63939,10,4) $350 - $500,362.78,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
36041,5,1) $0 - $100,33.43,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
57467,1,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
33743,4,3) $200 - $350,326.65,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
11402,1,3) $200 - $350,288.03,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
3521,5,5) $500 - $750,746.41,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
58912,1,"7) $1,000 +",1256.54,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
56968,11,2) $100 - $200,197.02,0,1,Urban,0,Phone,No E-Mail,1,0,0.0
24918,2,3) $200 - $350,234.11,0,1,Urban,1,Web,No E-Mail,1,0,0.0
44529,8,3) $200 - $350,298.97,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
58279,8,4) $350 - $500,376.53,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
20837,10,3) $200 - $350,290.08,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
30196,4,1) $0 - $100,62.48,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
4079,5,3) $200 - $350,219.21,1,0,Rural,0,Web,No E-Mail,1,0,0.0
43451,10,3) $200 - $350,241.65,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
61047,9,3) $200 - $350,232.49,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
45471,10,1) $0 - $100,86.12,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
50534,7,1) $0 - $100,52.12,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
27195,11,5) $500 - $750,546.93,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
11647,3,4) $350 - $500,405.23,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1771,3,2) $100 - $200,103.08,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
60631,4,4) $350 - $500,380.08,0,1,Rural,0,Web,No E-Mail,0,0,0.0
53488,6,2) $100 - $200,100.89,1,0,Rural,1,Web,No E-Mail,0,0,0.0
20821,3,3) $200 - $350,222.19,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
34305,1,3) $200 - $350,232.97,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
7098,11,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
39342,6,1) $0 - $100,30.19,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
46838,11,1) $0 - $100,36.53,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
62924,5,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
55480,2,3) $200 - $350,328.57,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
18267,5,3) $200 - $350,301.54,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
20798,10,2) $100 - $200,183.53,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
63754,10,3) $200 - $350,267.99,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
21782,9,2) $100 - $200,115.02,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
11213,4,2) $100 - $200,100.57,0,1,Urban,0,Web,No E-Mail,0,0,0.0
62176,4,1) $0 - $100,58.21,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
55281,9,1) $0 - $100,72.96,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
51378,7,1) $0 - $100,53.44,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
30685,6,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
62451,10,2) $100 - $200,163.28,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
30047,3,2) $100 - $200,157.58,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
57575,5,1) $0 - $100,53.16,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
23558,3,3) $200 - $350,248.06,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
7853,3,1) $0 - $100,37.88,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
32849,1,5) $500 - $750,518.22,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
58859,5,4) $350 - $500,377.0,1,0,Urban,1,Web,No E-Mail,0,0,0.0
5717,11,2) $100 - $200,107.47,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
13036,7,1) $0 - $100,96.97,1,0,Urban,1,Web,No E-Mail,0,0,0.0
61149,7,2) $100 - $200,120.07,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
57472,9,2) $100 - $200,159.13,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
746,2,3) $200 - $350,225.35,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
53319,3,1) $0 - $100,38.81,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
21049,9,2) $100 - $200,188.2,0,1,Urban,1,Web,No E-Mail,0,0,0.0
39156,4,5) $500 - $750,656.04,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
39546,1,2) $100 - $200,129.83,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
53779,9,4) $350 - $500,413.99,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
37638,3,2) $100 - $200,121.31,1,0,Rural,0,Web,Womens E-Mail,1,0,0.0
33346,12,1) $0 - $100,60.04,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
42947,6,4) $350 - $500,495.82,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
28002,6,2) $100 - $200,126.02,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9353,10,1) $0 - $100,89.81,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
6943,2,3) $200 - $350,231.15,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
9043,10,2) $100 - $200,153.59,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
3219,9,2) $100 - $200,138.87,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
36518,1,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
62201,3,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
50340,2,4) $350 - $500,362.74,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
24815,6,3) $200 - $350,327.09,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
46293,10,4) $350 - $500,462.73,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
15206,2,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
63888,6,3) $200 - $350,200.59,1,0,Rural,0,Web,No E-Mail,0,0,0.0
27812,1,3) $200 - $350,265.66,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
23975,2,1) $0 - $100,46.37,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
46328,4,5) $500 - $750,559.17,1,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
21639,6,3) $200 - $350,302.5,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
44921,4,2) $100 - $200,122.5,1,0,Urban,1,Web,No E-Mail,0,0,0.0
63572,1,3) $200 - $350,248.71,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
49305,4,1) $0 - $100,79.1,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
19535,9,2) $100 - $200,139.48,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
14089,2,5) $500 - $750,737.07,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
29729,12,2) $100 - $200,145.3,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
52469,1,1) $0 - $100,82.14,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
43346,6,2) $100 - $200,105.62,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
2360,10,2) $100 - $200,132.23,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
20894,4,5) $500 - $750,664.11,1,1,Urban,1,Web,Womens E-Mail,1,0,0.0
5937,3,1) $0 - $100,47.08,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
7424,9,1) $0 - $100,45.45,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
23025,1,1) $0 - $100,33.4,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
53754,8,5) $500 - $750,657.91,0,1,Urban,1,Web,No E-Mail,0,0,0.0
43270,11,2) $100 - $200,180.64,1,0,Surburban,1,Phone,No E-Mail,1,0,0.0
17547,2,3) $200 - $350,258.93,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
48879,5,2) $100 - $200,107.54,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
7090,11,2) $100 - $200,152.6,0,1,Rural,1,Web,Womens E-Mail,1,1,147.37
16048,9,2) $100 - $200,109.5,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
33339,1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
61798,1,2) $100 - $200,167.55,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
33371,1,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
23492,7,1) $0 - $100,45.51,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
35620,6,2) $100 - $200,103.04,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
46654,10,1) $0 - $100,37.46,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
12173,2,4) $350 - $500,495.8,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
12604,4,2) $100 - $200,140.34,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
42680,12,5) $500 - $750,559.42,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
36734,3,1) $0 - $100,37.49,1,0,Surburban,1,Phone,No E-Mail,1,0,0.0
47415,7,2) $100 - $200,127.06,1,0,Rural,0,Web,No E-Mail,0,0,0.0
42391,1,2) $100 - $200,132.18,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
27551,2,3) $200 - $350,324.82,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
22348,12,3) $200 - $350,225.65,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
63775,2,2) $100 - $200,106.9,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
39151,6,4) $350 - $500,355.97,0,1,Urban,1,Web,No E-Mail,0,0,0.0
59529,1,"7) $1,000 +",1064.96,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
33439,1,5) $500 - $750,525.73,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
53940,6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
44444,4,5) $500 - $750,673.85,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
40607,8,2) $100 - $200,113.01,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
6753,9,2) $100 - $200,170.56,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
11189,1,1) $0 - $100,41.03,1,0,Surburban,0,Phone,Womens E-Mail,1,1,153.29
29922,12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9622,3,2) $100 - $200,104.35,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
55918,3,1) $0 - $100,92.12,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
10827,1,5) $500 - $750,564.04,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
25597,12,2) $100 - $200,108.43,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
32729,9,2) $100 - $200,110.46,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
29891,6,4) $350 - $500,423.51,1,1,Urban,0,Web,No E-Mail,0,0,0.0
26281,10,1) $0 - $100,67.68,1,0,Rural,1,Web,No E-Mail,0,0,0.0
8930,11,3) $200 - $350,335.82,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
61290,1,5) $500 - $750,562.79,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
2984,1,3) $200 - $350,301.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
28816,2,1) $0 - $100,96.75,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
32677,1,3) $200 - $350,287.45,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
60027,4,5) $500 - $750,551.47,1,0,Rural,1,Web,No E-Mail,0,0,0.0
55293,1,3) $200 - $350,235.63,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
44977,3,3) $200 - $350,272.02,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
4995,7,3) $200 - $350,220.29,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
40312,2,2) $100 - $200,153.15,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
45416,12,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
17716,3,2) $100 - $200,156.55,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
39200,8,1) $0 - $100,58.49,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
58187,10,4) $350 - $500,495.96,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
23514,2,2) $100 - $200,111.75,1,0,Rural,1,Web,Womens E-Mail,1,0,0.0
19480,5,3) $200 - $350,205.6,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
2641,3,5) $500 - $750,613.82,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
34934,11,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
6920,5,1) $0 - $100,83.67,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
4748,2,3) $200 - $350,263.63,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
21279,11,1) $0 - $100,68.46,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
16373,10,1) $0 - $100,29.99,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
37384,4,2) $100 - $200,162.04,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
57114,10,5) $500 - $750,670.13,1,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
3080,6,3) $200 - $350,271.03,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
40761,7,1) $0 - $100,76.89,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
48364,6,3) $200 - $350,288.21,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
16318,7,5) $500 - $750,537.13,1,0,Surburban,1,Web,No E-Mail,1,0,0.0
63435,9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
4996,6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
31422,1,1) $0 - $100,30.53,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
27843,4,2) $100 - $200,115.56,1,0,Urban,0,Web,No E-Mail,0,0,0.0
37408,9,3) $200 - $350,317.83,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
55229,4,3) $200 - $350,346.67,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
43466,1,2) $100 - $200,103.98,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
49445,5,1) $0 - $100,29.99,0,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
3295,10,2) $100 - $200,153.93,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
4312,10,2) $100 - $200,108.76,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
40741,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,1,1,350.17
28005,9,1) $0 - $100,81.25,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
22246,9,1) $0 - $100,69.63,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
28130,7,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
50287,3,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
11482,8,3) $200 - $350,236.98,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
43012,2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
36406,3,5) $500 - $750,543.5,0,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
19706,9,3) $200 - $350,223.68,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
43464,3,2) $100 - $200,182.53,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
47616,12,1) $0 - $100,56.79,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
16853,6,2) $100 - $200,110.24,0,1,Rural,1,Web,Womens E-Mail,1,1,29.99
19325,9,1) $0 - $100,39.68,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
46452,9,3) $200 - $350,241.37,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
59717,5,4) $350 - $500,363.42,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
48480,11,3) $200 - $350,308.21,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
35824,1,3) $200 - $350,309.08,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
49466,9,2) $100 - $200,106.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
56813,9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
61108,5,"6) $750 - $1,000",811.23,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
55450,1,2) $100 - $200,145.61,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
42564,1,5) $500 - $750,519.67,0,1,Surburban,1,Web,No E-Mail,1,0,0.0
7858,1,1) $0 - $100,48.1,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
1883,5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
56180,10,3) $200 - $350,201.67,0,1,Urban,1,Web,No E-Mail,0,0,0.0
18531,7,2) $100 - $200,187.49,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
47717,2,"7) $1,000 +",1685.16,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
17104,1,5) $500 - $750,502.08,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
19606,7,2) $100 - $200,190.68,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
15189,7,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
21350,7,2) $100 - $200,164.07,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
22342,8,"6) $750 - $1,000",750.6,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
40668,4,1) $0 - $100,86.57,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
21750,4,1) $0 - $100,94.55,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
30626,10,3) $200 - $350,340.02,0,1,Rural,0,Web,No E-Mail,1,0,0.0
27838,9,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
10865,12,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0,0,0.0
